mq5,mq9,mq135,humidity,temp,pressure,dust
132.65,117.76,128.33,77,28,984,1.72
132.83,118.49,129.25,77,28,984,1.79
133.41,119.26,131.31,77,28,984,1.79
126.45,92.66,116.61,77,28,984,1.79
121.23,79.54,101.25,76,28,984,2.01
127.09,93.78,113.1,75,28,984,1.81
125.35,108.24,118.91,76,28,984,1.98
130.22,117.19,124.84,76,28,984,1.78
132.65,120,127.85,76,28,984,1.72
132.71,119.24,127.86,76,28,984,1.69
128.45,102.65,82.47,87,27,987,3.91
128.51,102.56,80.73,86,27,987,3.75
128.25,101.49,78.31,86,27,987,3.62
128.28,101.2,77.51,86,27,987,3.82
128.28,101.56,76.69,86,27,987,3.65
126.45,95.18,75.96,86,27,987,3.44
125.61,92.28,78.85,86,27,987,3.43
128.1,99.9,79.37,86,27,987,3.8
128.59,101.66,76.81,85,27,987,3.79
128.62,102.24,75.52,85,27,987,3.77
126.33,94.77,72.89,86,27,987,3.4
128.04,100.22,75.94,85,27,987,3.56
128.45,101.15,76.94,85,27,987,3.7
128.36,100.67,77.91,85,27,987,3.69
128.1,100.48,75.84,85,27,987,4
128.28,101.02,75.99,86,27,987,3.82
127.49,98.25,76.05,86,27,987,3.52
127.29,97.57,75.52,85,27,987,3.56
127.87,99.28,77.06,85,27,987,3.61
128.19,100.22,77.17,85,27,987,3.74
127.43,97.94,76.15,85,27,987,3.71
128.51,101.44,77.03,85,27,987,3.73
125.61,92.77,74.94,85,27,987,3.54
128.13,100.29,78.08,85,27,987,3.77
128.01,99.39,78.36,85,27,987,3.6
128.33,100.72,76.27,85,27,987,3.86
128.13,100.59,75.58,85,27,987,3.64
128.28,100.73,76.08,82,27,987,3.69
128.36,101.01,76.18,84,27,987,3.67
128.51,101.1,76,85,27,987,3.88
128.45,101.24,76.17,84,27,987,3.69
128.51,101.6,75.91,84,27,987,3.79
128.36,101.05,75.71,84,27,987,3.83
128.36,101.26,75.69,84,27,987,3.83
128.42,101.52,75.25,85,27,987,3.78
128.42,101.49,75.38,85,27,987,3.86
128.54,101.44,75.45,84,27,987,3.83
128.54,101.8,75.36,84,27,987,3.82
128.36,101.26,75.64,84,27,986,3.84
128.45,101.24,74.54,83,27,987,3.91
128.28,100.78,75.63,83,27,987,3.77
128.36,100.89,75.78,83,27,986,3.78
128.36,101.09,74.54,83,27,986,3.74
125.14,90.49,74.56,84,27,986,3.45
127.69,98.02,79.28,84,28,986,3.54
126.77,95.3,76.47,84,28,986,3.54
128.25,99.22,80.33,84,28,986,3.67
128.1,99.82,76.08,83,28,986,4.04
128.33,100.89,75.58,83,28,986,3.78
128.33,100.64,75.03,82,27,986,3.83
128.33,100.86,75.92,83,28,986,3.84
128.45,100.99,75.91,83,28,986,3.83
128.36,100.92,75.45,83,28,986,3.78
128.45,101.14,75.08,83,27,986,3.87
128.28,100.44,75.94,83,27,986,3.89
128.1,100.01,74.66,83,27,986,3.65
128.45,101.12,75.39,81,27,986,3.75
128.59,101.26,76.09,83,27,986,3.77
128.36,101.02,75.87,83,27,986,3.77
128.42,100.86,76.27,83,27,986,3.75
128.25,100.5,75.67,83,27,986,3.82
127.61,98.22,75.27,83,27,986,3.57
126.68,95.49,74.68,83,27,986,3.56
124.16,86.99,77.31,83,27,986,3.51
128.04,99.56,79.45,83,27,986,3.62
127.96,99.45,77.19,83,27,986,3.62
127.75,97.97,78.97,83,27,986,3.57
128.33,100.76,75.6,83,27,986,3.74
128.25,100.92,74.58,83,27,986,3.73
128.36,101.09,75.11,83,27,986,3.89
128.13,100.47,75.22,83,27,986,3.71
127.03,95.77,80.73,83,27,986,3.65
128.04,99.98,75.74,84,28,986,3.6
125.52,91.42,76.25,84,28,986,3.47
128.85,102.43,84.9,88,28,986,3.71
128.68,101.81,84.32,90,27,986,3.88
128.33,100.13,83.55,90,27,986,3.83
126.74,94.29,87.17,88,27,986,3.56
128.42,99.94,84.83,90,27,986,3.62
125.98,92.54,80.95,90,27,986,3.51
122.45,81.68,86.89,90,27,986,2.99
125.98,90.97,91.66,89,27,986,3.51
125.4,89.89,86.29,90,27,986,3.34
122.88,83.58,92.61,90,27,986,3.08
120.39,77.44,94.08,90,28,986,2.75
121.11,96.23,113.75,88,28,986,2.71
128.97,94.01,117.39,88,28,986,3.23
120.44,78.23,97.06,90,28,986,2.74
121.81,100.36,117.69,88,28,986,2.79
127.52,109.94,127.17,88,28,986,2.6
131.06,114.54,131.29,88,28,987,2.88
126.68,95.83,115.51,88,28,987,2.71
128.62,112.43,127.17,88,28,987,2.7
132.07,115.69,132.1,88,28,987,2.61
131.99,114.55,132.47,88,28,987,2.61
123.84,87.65,108.39,88,28,987,2.71
125,108.45,123.61,88,28,987,2.71
128.13,107.95,126.17,88,28,987,2.86
136.34,116.11,140.6,88,28,987,2.82
121.72,89.33,114,90,28,987,2.86
126.25,104.43,123.15,88,28,987,2.77
127.78,90.75,114.68,88,28,987,3.05
122.13,80.01,96.91,90,28,987,2.9
124.82,85.63,100.77,89,28,987,3.17
122.65,81.99,92.86,90,28,987,2.95
119.75,75.88,92.17,90,28,987,2.75
120.97,80.19,99.69,88,28,987,2.66
120.88,98.71,114.78,88,28,987,2.61
123.4,81.42,106.3,88,28,987,2.68
122.27,99.64,117.37,88,28,987,2.7
127.26,110,125.25,88,28,987,2.68
129.12,109.99,126.95,88,28,987,2.64
129.55,110.1,126.66,88,28,987,2.49
129.29,105,126.61,87,28,987,2.7
136.51,111.01,139.01,86,28,987,3.18
119.02,71.13,93.31,89,28,987,2.62
126.42,88.36,106.34,87,28,987,3.31
121.95,79.31,92.94,89,28,987,3.08
121.14,76.64,92.94,89,28,987,4.89
121.11,75.75,90.69,87,28,987,2.83
121.46,77.36,90.77,89,28,987,3.01
115.89,68.84,87.72,89,28,987,2.79
120.47,94.52,108.46,85,28,987,2.73
123.49,100.36,113.86,85,28,987,2.73
126.36,99.65,117.68,85,28,987,2.74
137.96,124.07,142.99,85,28,987,2.87
121.2,76.24,91.78,88,28,987,2.9
116.67,81.28,99.26,88,28,987,2.56
121.89,100.87,115.06,85,28,987,2.73
125.17,103.01,118.81,85,28,987,2.51
131.49,98.79,125.67,85,28,987,2.84
122.07,77.33,100.68,88,28,987,2.64
119.87,93.47,113.12,87,28,987,2.58
124.56,106.56,121.43,87,28,987,2.51
128.51,110.82,126.16,87,28,987,2.6
129.26,108.24,125.61,87,28,987,2.61
129.64,107.03,125.8,86,28,987,2.52
129.38,107.97,125.98,86,28,987,2.69
129.55,108.21,126.26,86,28,987,2.58
130.01,110.2,128.04,86,28,987,2.61
130.04,110.05,127.9,86,28,987,2.44
131.03,112.15,130.25,86,28,987,2.48
130.65,111.89,129.72,86,28,987,2.78
130.88,112.19,129.99,86,28,987,2.46
131.58,113.63,131.79,86,28,987,2.62
131.47,113.49,131.81,86,28,987,2.58
130.39,108.01,130.09,86,28,987,2.66
129.7,108.75,128.7,86,28,987,2.46
130.65,111.61,130.7,86,28,987,2.77
130.94,112.12,131.34,86,28,987,2.68
130.88,112.21,131.44,86,28,987,2.57
130.97,111.39,130.93,87,29,987,2.52
130.57,111.68,130.09,85,28,987,2.44
130.77,111.84,130.23,85,28,987,2.47
131.96,112.89,132.74,86,28,987,2.51
127.61,98.06,85.39,81,28,988,2.7
127.03,96.03,82.36,82,28,987,4.08
124.39,86.71,80.04,82,28,987,2.48
121.43,76.73,80.89,80,28,987,2.29
120.44,75.82,92.97,82,28,987,2.18
117.92,76.73,101.36,81,28,987,2.2
123.75,87.76,117.59,80,28,987,2.09
120.62,84.09,116.14,81,28,987,2.04
121.98,90.74,120.89,81,28,987,2.16
123.46,91.79,124.26,81,28,987,2.42
124.33,94.77,128.21,81,28,987,2.48
120.76,74.7,112.59,80,28,987,2.46
119.95,83.73,118.19,80,28,987,1.92
121.55,86.31,120.66,80,28,987,1.88
123.49,93.35,125.97,78,28,987,2.43
120.27,78.2,116.42,79,28,987,1.98
122.71,90.89,123.78,79,28,987,2.01
123.75,93.96,126.77,167,14,987,2.29
123.9,93.23,127.2,79,28,987,1.94
124.24,94.42,127.26,78,28,987,2.16
128.04,94.24,133.68,78,28,987,1.92
123.29,83.78,120.4,78,28,987,2.22
119.87,86.39,115.98,78,28,987,2.18
119.84,79.17,113.09,78,28,987,2.17
128.45,103.52,133.82,78,28,987,2.01
120.85,75.02,103.17,78,28,987,2.12
120.27,84.86,112.17,79,28,987,2.23
124.42,94.5,121.36,77,28,987,2.22
122.56,80.65,111.22,79,28,987,2.91
122.13,77.77,103.61,79,28,987,2.97
115.98,67.88,94.41,81,28,987,2.74
119.55,80.67,107.97,78,28,987,2.47
123.81,94.04,119.53,79,28,987,2.52
117.25,65.61,98.67,79,28,987,2.05
122.97,80.53,113.58,78,28,987,1.99
119.55,85.28,114.69,77,28,987,2.48
122.39,82.04,114.64,76,28,987,2.36
117.17,67.57,97.91,76,28,987,2.17
120.36,89.12,114.48,77,28,987,1.94
123.23,94.95,120.55,77,28,987,2.17
124.59,96.38,123.19,78,28,987,2.47
124.3,94.73,122.64,77,28,987,2.23
124.88,97.12,125.13,77,28,987,2.47
125.72,98.74,127.22,78,28,987,2.64
125.35,98.74,127.42,77,28,987,2.92
126.01,99.72,128.93,78,28,987,2.46
120.21,71.67,109.36,78,28,987,3.05
123.84,86.7,120.14,78,28,987,3.1
121.31,91.03,118.93,77,28,987,1.85
123.75,95.7,122.47,77,28,987,2.14
124.56,96.41,122.57,74,28,987,1.86
124.97,96.44,123.26,74,28,987,1.79
119.78,73.55,111.19,76,28,987,1.98
125,84.35,116.19,76,28,987,2.27
119.75,71.84,86.75,79,28,987,2.56
115.49,70.81,92.03,77,28,986,4.19
119.87,71.35,93.64,73,28,987,1.88
117.17,79.44,104.6,75,28,987,1.88
124.8,85.71,114.72,75,28,987,2.4
127.17,97.04,84.17,76,29,984,2.91
127.2,97.14,81.24,79,28,984,2.62
126.85,95.78,75.51,78,28,984,2.53
124.68,88.08,75.19,77,28,984,2.68
121.43,77.35,79.95,80,28,984,2.2
119.02,71.05,84.72,80,28,984,2.01
117.6,77.56,98.11,77,28,984,2.18
121.03,82.02,106.3,77,28,984,1.79
121.11,87.51,112.1,78,28,984,1.91
122.74,77.58,106.3,77,28,984,1.82
117.6,76.27,103.23,79,28,984,1.91
121.29,90.23,114.11,78,28,984,2.12
123.64,85.14,114.72,78,28,984,1.91
119.78,83.44,110.29,79,28,984,2.26
121.52,78.6,108.88,78,28,984,1.94
120.88,89.34,114.03,79,28,984,2.08
123.72,95.13,119.27,78,28,984,2.03
124.5,96.13,120.76,78,28,984,1.77
125.26,97.09,122.42,78,28,984,1.98
125.26,97.17,122.61,78,28,984,2.08
125.23,96.69,122.72,78,28,984,1.88
125.9,97.74,124.59,78,28,984,1.91
123.46,89.1,119.54,78,28,985,2.05
128.1,91.52,122.3,78,28,985,2.53
126.85,95.23,82.06,81,28,985,2.82
127.29,96.58,76.03,80,28,985,2.64
127.35,96.77,74.54,80,28,985,2.66
127.41,96.77,72.53,79,28,985,2.58
127.49,97.26,72.95,78,28,985,3.01
127.52,97.25,72.81,76,28,985,2.61
127.61,97.39,72.5,79,28,985,2.69
127.67,97.85,72.66,78,28,985,3.08
127.61,97.63,73.07,79,28,985,2.55
127.61,97.7,73.06,79,28,985,4.36
127.58,97.4,72.71,79,28,985,2.69
127.58,97.23,72.96,79,28,985,3.86
127.35,96.46,73.93,76,28,985,2.83
127.43,96.8,73.06,79,28,985,2.51
126.45,93.67,74.17,78,28,985,2.6
125.81,91.4,76.12,79,28,985,2.55
127.69,97.83,75.31,78,28,985,3.01
127.84,98.34,73.41,78,28,985,2.64
127.87,98.42,73.69,78,28,985,2.9
127.84,98.28,72.96,78,28,985,2.66
127.78,98.28,72.42,78,28,985,2.79
127.78,98.06,72.11,76,28,985,3.1
127.75,97.97,71.39,78,28,985,3.08
127.69,97.77,71.13,78,28,985,2.75
127.26,96.26,71.75,79,28,985,2.79
127.75,98.06,72.95,79,28,985,2.61
127.67,97.76,72.04,79,28,985,2.53
127.69,97.77,73.2,79,28,985,2.78
127.49,97.15,73.97,79,28,985,4
127.58,97.58,73.02,79,28,985,4.62
127.41,96.63,72.52,79,28,985,3.08
126.07,92.22,73.69,80,28,985,3.1
125.32,89.46,75.78,80,28,985,2.97
124.97,88.33,76.59,78,28,986,2.75
124.56,87.07,76.11,80,28,986,2.73
124.39,86.37,79.83,79,28,986,2.71
125.49,89.04,84.13,79,28,986,2.69
124.82,87.77,77.84,79,28,986,2.75
124.8,87.45,78.56,79,28,986,2.82
123.64,83.66,79.04,79,28,986,2.78
123.58,83.13,84.09,79,28,986,2.68
123.14,82.09,81.07,79,28,986,2.82
123.29,81.98,83.03,79,28,986,2.53
123.75,83.3,86.41,79,28,986,2.84
123.95,84.38,82.19,79,28,986,2.68
127.29,97.96,93.08,82,28,987,3.67
127.67,98.87,89.28,83,28,987,2.46
128.01,99.79,90.09,83,28,987,2.42
126.07,93.17,91.75,83,28,987,2.26
125.4,91.33,97.53,83,28,987,3.17
125.23,90.91,104.81,81,28,987,4.49
123.81,87.38,106.5,83,28,987,2.38
123.32,85.85,107,82,28,987,1.88
122.65,84.74,109.59,82,28,987,3.4
122.65,84.77,110.25,81,28,987,2.16
122.39,83,106.89,81,28,987,1.95
122.65,85.69,110.67,80,28,987,1.91
123.81,87.9,111.32,78,28,987,1.83
123.72,86.23,102.93,81,28,987,2.38
123.14,85.45,102,81,28,987,2.07
123.23,86.73,104.14,81,28,987,1.99
123.66,86.09,102.84,80,28,987,2.1
123.29,85.51,101.11,80,29,987,2.31
123.46,86.44,102.5,78,29,987,2
123.14,86.34,103.5,79,29,987,2.12
123.23,87.11,105.73,79,29,988,2.07
124.16,87.76,103.3,77,29,988,2.27
123.4,86.42,101.6,79,29,988,1.99
124.24,90.32,106.86,80,29,988,1.96
123.98,88.01,102.76,80,29,988,2.4
123.49,87.1,100.9,80,29,988,2.2
124.33,88.87,103.08,80,29,988,2.16
123.32,88.78,103.71,80,29,988,1.86
123.81,90.04,106.44,79,29,988,2.09
124.59,96.38,115.11,79,29,988,1.87
124.97,94.67,116.44,78,29,988,2.14
124.56,95.66,117.71,78,29,988,1.87
124.8,92.74,114.69,77,29,988,1.87
125.4,95.46,116.56,77,29,988,2.01
123.81,92.77,114.25,79,29,988,1.98
125.4,93.88,116.64,77,29,988,1.85
124.59,93.65,116.38,77,29,988,2.03
123.72,91.99,114.39,77,29,988,1.77
124.88,96.77,118.51,77,29,988,1.95
125.49,96.69,120.09,77,29,988,2
122.88,90.74,113.66,77,29,988,1.83
125.75,100.59,122.12,77,29,988,2.26
124.88,101.29,124.72,77,29,988,2.01
126.83,97.97,125.75,77,29,988,1.78
125,100.5,127.06,79,29,988,1.92
126.77,102.55,130.12,77,29,988,2.04
123.46,98.33,127.67,77,29,988,1.92
122.97,94.62,124.42,77,29,988,1.96
125.52,101.15,126.5,77,29,988,2
128.8,105.34,132.42,77,29,988,2.22
122.47,82.41,106.54,76,29,988,1.85
121.55,89.94,112.82,76,29,988,1.9
121.55,93.42,113.97,74,29,988,1.74
122.39,86.88,111.7,75,29,988,1.85
123.81,104.23,122.03,75,29,988,1.9
123.4,96.54,119.47,75,29,988,1.95
121.55,87.51,112.8,75,29,988,1.75
124.48,98.51,120.05,75,29,988,1.73
124.04,89.29,114.8,75,29,988,1.78
117.86,76.04,99.83,73,29,988,1.92
122.56,82.84,105.61,74,29,988,2.16
121.87,95.01,114.19,73,29,988,1.75
125.09,94.41,115.66,74,29,988,1.94
121.72,80.97,102.89,74,29,988,1.87
121.61,79.85,98.53,73,29,988,1.85
122.13,81.94,98.8,74,29,987,2.3
122.21,87.58,105.94,73,29,988,2.36
123.46,90.54,110.84,72,29,987,2.29
122.36,82.12,101.97,72,29,988,1.95
121.23,83.63,103.61,74,29,988,1.9
118.91,81.13,102.11,72,29,987,1.83
123.14,105.42,119.8,71,29,988,1.81
125.66,99.69,118.48,73,29,987,1.86
125.06,103.04,119.56,72,29,987,1.79
126.01,103.8,121.17,72,29,987,2.1
126.36,102.81,121.92,71,29,987,2.1
125.14,102.8,119.42,71,29,987,1.79
127.09,106.56,123.17,71,29,987,2.1
126.74,106.5,124.5,71,29,987,2
127.43,105.73,126.94,73,29,987,1.88
127.67,112.33,130.62,72,29,987,1.78
130.1,115.93,134.88,75,29,987,2.05
128.62,114.43,133.28,74,29,987,1.77
126.51,95.49,92.38,77,28,987,8.01
126.68,95.75,85.53,81,28,987,7.99
126.85,95.75,79.72,81,27,987,7.45
126.56,94.75,77.25,81,27,987,6.99
126.19,93.35,76.36,81,27,987,7.42
123.49,84.66,75.24,81,27,987,6.32
121.05,77.52,78.73,81,27,987,5.59
119.55,76.35,88.14,81,27,987,5.32
118.91,78.23,95,80,28,987,5.02
120.59,87.31,105.92,79,28,987,5.08
123.2,90.15,111.19,79,28,987,5.23
119.6,84.18,104.96,78,28,987,5.04
121.63,85.81,107.85,79,28,987,5.08
125.93,95.15,117.11,78,28,987,5.4
118.53,84.89,106.15,80,28,987,5.09
122.71,99.33,116.92,78,28,987,5.35
127.26,106.85,126.78,78,28,987,5.74
120.94,91.88,112.58,78,28,987,5.33
128.8,110.05,129.71,77,28,987,5.45
119.11,73.82,96.7,77,28,987,5.62
117.31,72.71,95.42,75,28,987,5.37
118.7,77.64,99.8,74,28,987,5.1
121.03,80.1,103.27,74,28,987,5.17
120.53,94.27,111.89,74,28,987,4.85
125.75,110.14,128.28,74,28,987,5.31
126.33,109.45,129.16,74,28,987,5.35
126.91,110.59,133.12,74,28,987,5.54
125.98,109.92,132.69,74,28,987,5.22
123.4,91.65,127.61,74,28,987,5.49
128.28,112.09,139.91,74,28,987,5.26
118.15,81.56,113.67,73,28,987,4.87
123.4,103.79,127.49,73,28,987,4.95
121.72,92.3,120.88,73,28,987,5.08
123.23,95.13,121.36,71,28,987,6.01
127.58,100.51,127.98,71,28,987,5.81
120.59,91.8,115.83,71,28,987,5.11
126.42,99.65,125.56,70,28,987,5.4
123.58,90.49,115.08,70,28,987,4.93
117.78,75.85,101.88,70,28,987,4.87
123.14,101.21,118.62,69,28,987,5.01
122.16,84.92,110.62,69,28,987,5.05
119.2,77.3,101.69,68,28,987,4.95
121.2,91.52,112.08,68,28,987,5.22
118.36,79.69,102.86,68,28,987,5.13
124.56,91.39,113.69,68,28,987,5.13
120.01,85.94,105.41,68,28,987,5.76
120.44,92.12,109.78,68,28,987,5.17
122.91,86.13,108.81,68,28,987,5.45
121.03,92.88,110.97,68,28,987,5.39
122.21,97,113.44,67,28,987,5.94
123.4,98.51,115.68,67,28,987,5
123.81,100.02,116.86,67,28,987,5.31
127.09,103.68,124.66,66,28,987,5.4
126.51,107.9,128.16,67,28,987,5.49
126.45,102.56,123.92,67,28,986,5.26
120.1,86.16,108.11,68,28,986,5.36
122.56,97.31,114.93,66,28,986,4.96
124.07,102.35,118.59,67,28,986,5.26
124.5,101.52,118.92,68,29,986,4.91
126.74,105.53,127.49,66,28,986,5.02
123,97.15,117.14,67,28,986,8.34
121.81,82.47,109.64,67,28,986,4.98
117.23,70.72,95.26,66,28,986,4.62
124.16,93.14,115,66,28,986,4.8
120.44,91.74,109.82,66,28,986,5.2
121.72,95.81,111.56,65,28,986,4.91
126.33,101.75,118.47,65,28,986,7.4
127.93,106,125.66,66,29,986,4.85
120.88,90.67,110.06,66,29,986,4.6
124.48,84.74,100.97,65,28,986,6.27
119.92,73.61,80.55,67,28,986,5.66
121.43,77.33,82.83,68,28,986,5.68
114.04,59.12,72.71,68,28,986,5.14
117.25,87.2,97.9,64,28,986,5.18
124.42,90.72,108.22,64,28,986,5.3
117.14,73.19,92.83,68,29,986,5.13
126.36,97,118.06,78,28,987,5.08
124.33,96.04,98.02,79,28,987,4.26
124.22,95.33,85.03,79,28,987,4.62
124.56,95.23,79.34,78,28,987,4.65
124.65,94.89,76.92,78,28,987,3.66
122.53,86.44,75.05,78,28,987,3.79
120.59,78.44,79.25,77,28,987,3.48
121.43,80.88,86.35,77,28,987,4.27
120.62,77.96,84.39,76,28,987,3.57
120.13,75.91,84.66,75,28,987,3.64
121.23,79.29,86.98,76,28,987,4.7
119.26,74.14,84.75,75,28,987,3.48
120.13,76.53,89.84,76,28,987,3.16
119.46,78.32,98.01,76,28,987,3.32
121.43,81.5,102.74,74,28,987,4.67
121.43,83.73,106.17,74,28,987,3.58
122.04,85.32,108.91,74,28,987,3.14
120.59,76.6,94.27,74,28,987,3.32
119.08,74.23,94.36,76,28,987,3.65
123.46,85.2,100.71,74,28,987,3.03
120.94,79.03,82.29,76,28,987,3.4
124.07,88.84,87.17,76,28,987,3.83
124.5,92.31,77.69,76,28,987,3.18
123.23,88.43,71.99,76,28,987,3.7
124.13,89.94,75.71,77,29,987,3.78
124.8,92.74,75.89,76,28,987,3.19
121.46,81.81,71.44,76,28,987,2.87
119.84,76.05,80.17,76,28,987,2.53
117.49,78.37,98.31,76,29,987,3
120.39,88.39,111.61,75,29,987,3.4
123.06,97.54,118.9,76,29,987,2.44
122.47,91.94,117.28,76,29,987,3
122.79,89.61,117.61,76,29,987,2.66
126.07,105.71,127.81,77,29,987,3.18
122.65,91.17,118.95,77,29,987,2.38
124.91,99.72,124.69,76,29,987,2.68
120.94,85.42,113.08,76,29,987,2.9
122.91,88.59,114.05,76,29,987,2.6
129.26,108.58,131.99,76,29,987,2.56
120.27,75.59,95.24,77,29,987,3.66
120.76,77.36,95.36,77,29,986,2.18
119.6,87.05,107.76,77,29,986,2.83
119.17,78.17,100.05,75,29,986,2.6
120.71,84.6,107,75,29,986,2.73
123.84,96.55,116.28,75,29,986,3.03
126.94,97.15,120.52,75,29,986,2.3
122.45,88.65,112.29,75,29,986,5.11
121.29,80.48,107.17,75,29,986,3.4
128.19,107.6,128.55,75,29,986,3.04
122.53,83.27,107.95,75,29,986,2.38
119.46,73.2,90.75,77,29,986,2.68
122.16,84.52,102.96,75,29,986,2.65
118.82,78.71,101.67,75,29,986,3.25
122.3,87.17,110.94,76,29,986,2.83
124.8,102.5,122.92,77,29,986,2.58
126.77,102.83,125.4,77,29,986,2.35
130.19,113.94,134.71,77,29,986,2.73
123.37,87.16,117.17,77,29,986,2.33
124.04,98.28,121.16,78,29,986,2.91
124.33,96.23,120.69,78,29,986,2.78
124.68,99.75,121.69,77,29,986,2.57
126.51,103.04,124.56,77,29,986,2.82
120.85,77.89,108.27,77,29,986,2.75
124.59,100.58,122.06,77,29,986,2.08
129.2,99.5,126.64,77,29,986,2.31
119.37,81.78,107.3,78,29,986,6.4
128.33,103.57,125.75,77,29,986,2.79
124.8,86.29,109.34,77,29,986,2.33
119.55,75.18,95.47,79,29,986,2.92
116.5,67.58,90.05,77,29,986,5.43
119.87,82.01,103.72,77,29,986,4.6
122.21,91.9,111.72,77,29,986,3.12
125.17,100.12,118.66,77,29,986,2.82
125.93,101.05,120.62,77,29,986,4.54
130.01,108.77,127.84,77,29,986,2.26
125.72,101.08,120.94,77,29,986,2.56
127.03,104.8,123.89,77,29,986,2.31
127.29,105.65,124.65,77,29,985,2.86
127.29,105.05,124.81,77,29,985,3.22
127.35,104.56,125.28,76,29,985,2.81
122.07,86.11,114.2,76,29,985,2.61
125.66,101.63,122.04,76,29,985,3.27
126.01,97.67,121.05,76,29,985,4.78
126.25,101.02,122.53,76,29,985,2.49
121.31,82.45,109.97,76,29,985,2.99
124.88,99.57,119.81,76,29,985,3.03
126.36,95.55,97.55,78,28,987,3.79
126.83,96.44,90.45,76,28,987,4.76
127,96.72,83.43,79,28,987,4.17
123.66,85.56,81.8,79,28,987,3.31
119.92,74.87,86.49,78,28,987,2.26
117.34,78.46,101.02,77,28,987,2.57
121.46,96.38,119.09,76,28,987,2.64
123.14,98.73,123.17,76,28,987,2.75
123.46,100.07,125.47,76,28,988,2.74
125.32,108.48,131.76,77,28,988,2.68
126.56,111.96,134.96,77,28,988,2.42
126.36,111.1,134.98,78,28,988,3.06
127.2,114.15,136.81,80,29,988,2.88
127.67,115.17,137.55,78,28,988,3.08
127.35,113.89,137.35,79,29,988,2.51
126.91,111.79,136.88,79,29,988,3.09
126.42,111.1,135.41,79,29,988,2.23
126.83,112.28,136.41,78,29,988,2.96
126.74,112.5,136.28,79,29,988,2.73
125.61,107.72,134.28,78,29,988,2.84
126.25,110.23,135.25,78,29,988,2.88
125.84,108.09,134.88,78,29,988,2.36
125.61,108.21,134.22,78,29,988,2.51
125.75,107.58,134.19,77,29,988,2.53
125.75,109.57,134.57,77,29,988,2.22
126.27,111.61,135,77,29,988,2.96
126.91,112.98,135.72,76,29,988,3.13
126.68,111.56,135.63,75,29,988,2.65
125.9,108.75,133.96,76,29,988,3.03
125.61,108.87,133.69,74,29,988,2.95
126.36,111.19,135.33,75,29,988,2.92
126.19,109.99,135.41,76,29,988,2.58
125.72,108.52,134.53,76,29,988,2.51
125.9,109.15,134.8,77,29,988,2.73
125.84,108.43,134.96,77,29,988,2.43
125.35,107.64,133.69,77,29,988,2.77
125.81,109.02,134.12,77,29,988,2.74
126.25,112.82,134.4,77,29,988,7.03
126.68,111.85,134.67,76,29,988,2.83
126.51,110.88,135.25,74,29,988,2.36
124.82,105.3,131.32,74,29,988,3.43
125.61,108.48,133.29,74,29,988,3.35
126.16,110.1,134.81,74,29,988,3.49
126.74,113.26,136.87,74,29,988,2.71
127.93,117.58,139.66,75,29,988,2.86
128.59,119.19,140.35,76,29,988,2.55
128.85,119.49,141.15,76,29,988,2.4
128.94,120.15,141.34,77,29,988,3.03
127.96,115.72,139.45,77,29,988,2.65
128.51,118.52,140.11,76,29,988,2.73
128.42,118.26,140.08,77,29,988,2.68
127.49,112.4,138.69,77,29,988,2.95
127.29,115,137.84,76,29,988,3.05
128.42,117.41,139.68,77,29,988,3.6
127.93,116.06,139.03,77,29,988,2.52
127.78,116.23,138.43,77,29,988,2.95
127.29,114.38,137.44,77,29,988,2.97
127.69,116.77,137.75,77,29,988,2.82
128.04,116.39,138.57,77,29,988,2.49
127.58,114.46,138.24,77,29,988,2.18
127.26,114.52,137.41,77,29,988,2.34
127.03,111.1,137.73,77,29,988,3.03
125.61,109.17,133.56,75,29,988,4.19
126.19,111.62,133.6,76,29,988,2.77
127.17,114.71,135.3,76,29,988,2.69
127.69,115.97,136.78,76,29,988,5
128.1,117.51,138.03,77,29,988,3.05
128.33,118.3,138.71,77,29,988,2.39
128.94,119.46,140.56,77,29,988,2.18
128.8,119.72,141.09,77,29,988,2.88
129.55,122.93,142.62,77,29,988,2.58
129.64,122.85,142.9,77,29,988,2.75
129.55,122.21,142.75,77,29,988,2.3
129.2,120.04,142.93,77,29,988,3.01
127.75,116.31,139.9,76,29,988,3.06
128.85,120.15,141.28,76,29,988,2.46
128.04,117.07,138.99,76,29,988,2.79
128.68,119.19,139.93,76,29,988,3.23
129.12,120.07,141.34,76,29,988,3.06
128.88,119.44,141.33,77,29,988,2.69
128.59,119.56,140.74,77,29,988,3.13
128.8,120.29,140.88,77,29,988,3.06
127.58,111.25,140.78,78,29,988,2.99
118.33,81.58,117.16,76,29,988,2.94
120.27,88.16,117.68,76,29,988,2.7
124.88,99.16,128.53,74,29,988,2.62
122.65,98.02,122.01,75,29,988,3.39
123.37,101.36,123.52,75,29,988,2.39
124.13,101.38,124.42,76,29,988,3.61
124.24,105.07,124.67,75,29,988,2.64
124.74,104.43,127.3,75,29,988,2.1
123.95,89.01,119.92,76,29,988,2.3
115.49,61.57,84.64,77,29,987,3.62
123.14,92.2,114.39,76,29,987,3
119.69,98.7,113.05,76,29,988,2.86
124.5,108.35,122.61,75,29,987,2.95
117.69,75.87,102.79,74,29,987,3.89
127.52,97.32,84.35,77,28,988,3.35
126.85,95.26,82.09,77,28,988,3.65
122.79,82.49,79.33,79,28,988,3.51
